epoch,train_loss,val_loss,val_accuracy,val_macro_f1,lr,seconds
1,0.8729389434059461,1.087132152449878,0.4701348747591522,0.3733751177787781,0.0003,21.28271309999991
2,0.4570537954568863,0.687666315334151,0.7822736030828517,0.7803331613540649,0.00029953760005996916,1.4852335000000494
3,0.39511314779520035,0.5314410087690188,0.8400770712909441,0.8395336866378784,0.00029815325108927063,1.4447728000000097
4,0.36174563815196353,0.487760628693825,0.8458574181117534,0.8455142974853516,0.0002958554880596515,1.4658589000000575
5,0.32933345437049866,0.5131234411214818,0.8439306358381503,0.8429641127586365,0.00029265847744427303,1.4328866000000744
6,0.3131917338404391,0.5032724073454594,0.838150289017341,0.8372106552124023,0.000288581929876693,1.4585707999999613
7,0.2958395932283666,0.6160056645011167,0.7880539499036608,0.7742910385131836,0.0002836509786282552,1.4609577999999601
8,0.27576134809189373,0.5399070762255748,0.8169556840077071,0.8145532011985779,0.00027789602465311383,1.4340708000001996
9,0.2736046761274338,0.6222702651813999,0.8015414258188824,0.7955231070518494,0.0002713525491562421,1.4269787000000633
10,0.2661041286256578,0.6677629929861352,0.7533718689788054,0.7371046543121338,0.00026406089484000466,1.4635805999998865
11,0.2501542804141839,0.5341686072951337,0.8111753371868978,0.8134951591491699,0.0002560660171779821,1.4269624000000931
12,0.24306299951341417,0.48590809887773956,0.8497109826589595,0.8492399454116821,0.0002474172072495276,1.4381009000001086
13,0.24256755659977594,0.5049351670838504,0.8304431599229287,0.8265073299407959,0.000238167787843871,1.4295503999999255
14,0.2298769156138102,0.4042127834694004,0.8863198458574181,0.8852764368057251,0.00022837478470739232,1.4459846000002017
15,0.2319548957877689,0.5509679690721178,0.8516377649325626,0.850753664970398,0.000218098574960932,1.468410699999822
16,0.2289261482656002,0.4469069226399093,0.8670520231213873,0.8661651611328125,0.00020740251485476348,1.2821298999999726
17,0.22725877828068203,0.48126581983070155,0.8574181117533719,0.8584872484207153,0.00019635254915624213,1.3471779000001334
18,0.22368527410758865,0.4595252824426846,0.8766859344894027,0.8751285076141357,0.00018501680457838585,1.5049890000000232
19,0.2147660789390405,0.45441658625483283,0.8728323699421965,0.8715421557426453,0.00017346516975603465,1.4999861000001147
20,0.21818891002072227,0.4175481340329312,0.8728323699421965,0.871680736541748,0.00016176886435917675,1.4937058999998953
21,0.20801984601550633,0.4226943153407073,0.8805394990366089,0.8792300224304199,0.00015,1.4972829999999249
22,0.20175514825516278,0.47779816762330674,0.8651252408477842,0.8646776676177979,0.00013823113564082325,1.5079094999998688
