epoch,train_loss,val_loss,val_accuracy,val_macro_f1,lr,seconds
1,0.7944015140334765,0.9110338528261938,0.626204238921002,0.5666922926902771,0.0003,21.4984594
2,0.44433216088347965,0.584938741603109,0.8034682080924855,0.8030931353569031,0.00029953760005996916,1.524871800000028
3,0.370212076852719,0.7400573327821574,0.7552986512524085,0.7457064390182495,0.00029815325108927063,1.4866707999999562
4,0.3470298300186793,0.49238945627028774,0.8554913294797688,0.8558937311172485,0.0002958554880596515,1.5001632000000882
5,0.33352701448731953,0.48990986629717614,0.8477842003853564,0.8467661738395691,0.00029265847744427303,1.5228042999999616
6,0.3137837491101689,0.5322438201692982,0.7996146435452793,0.798348605632782,0.000288581929876693,1.5284255999999914
7,0.28678323907984626,0.9126676771796967,0.7186897880539499,0.7069194316864014,0.0002836509786282552,1.4860610000000634
8,0.28422900040944415,0.6875050551974016,0.766859344894027,0.7461469173431396,0.00027789602465311383,1.4860681000000113
9,0.27068151864740586,0.4613518038466716,0.8670520231213873,0.8674342036247253,0.0002713525491562421,1.4854473999998845
10,0.2602096444202794,0.4870727081749021,0.884393063583815,0.8812687397003174,0.00026406089484000466,1.4962269999998625
11,0.2642221247984303,0.8194982827513664,0.7302504816955684,0.7172629237174988,0.0002560660171779821,1.501850599999898
12,0.2540835224919849,0.3994969408636148,0.8998073217726397,0.8987196683883667,0.0002474172072495276,1.503701699999965
13,0.22918712885843384,0.506426332658426,0.8420038535645472,0.8362704515457153,0.000238167787843871,1.4854503999999906
14,0.23202766312493217,0.5270589347749317,0.8458574181117534,0.8460913896560669,0.00022837478470739232,1.4773522000000412
15,0.22845319368773037,0.48679723652341694,0.8574181117533719,0.8577182292938232,0.000218098574960932,1.4984040000001642
16,0.22149901795718405,0.4166294560267057,0.884393063583815,0.8827219009399414,0.00020740251485476348,1.4970620999999937
17,0.21945764786667293,0.584810257761924,0.8111753371868978,0.8090537786483765,0.00019635254915624213,1.519600999999966
18,0.2201288640499115,0.4742010596400281,0.8786127167630058,0.8777379393577576,0.00018501680457838585,1.5231291999998575
19,0.21478230671750176,0.3917093009675399,0.905587668593449,0.9041315317153931,0.00017346516975603465,1.506813700000066
20,0.21011229107777277,0.40004854458375244,0.8921001926782274,0.8908257484436035,0.00016176886435917675,1.5016050000001542
21,0.21113204376565087,0.3976087785525129,0.8998073217726397,0.8988284468650818,0.00015,1.5188742000000275
22,0.20325912990503842,0.47580663076025903,0.8670520231213873,0.8663594722747803,0.00013823113564082325,1.4959690000000592
23,0.2009683135483,0.49302848249042197,0.838150289017341,0.8361546397209167,0.00012653483024396538,1.4601162999999815
24,0.19613092847996288,0.48049967309643077,0.8362235067437379,0.8326010704040527,0.00011498319542161417,1.4795888000001014
25,0.19494324177503586,0.4556092803073986,0.861271676300578,0.8594009876251221,0.00010364745084375787,1.4607891999999083
26,0.19249729729361004,0.4758419322140644,0.8497109826589595,0.8481335639953613,9.259748514523652e-05,1.480058500000041
27,0.19297842350271013,0.4630025440328153,0.8458574181117534,0.8428076505661011,8.190142503906796e-05,1.4160486000000674
