epoch,train_loss,val_loss,val_accuracy,val_macro_f1,lr,seconds
1,1.0965598987208471,0.9768022347047839,0.48747591522157996,0.4220706820487976,0.0003,21.803529300000037
2,0.6806688846813308,0.6413424770726405,0.7398843930635838,0.7372989058494568,0.00029953760005996916,1.4649792000000161
3,0.44160103383991456,0.44428254712753446,0.8670520231213873,0.8664071559906006,0.00029815325108927063,1.4599505999999565
4,0.36633432987663483,0.44012821116888456,0.8670520231213873,0.8648122549057007,0.0002958554880596515,1.472964900000079
5,0.32446086820628905,0.6343968977473374,0.7649325626204239,0.7465265989303589,0.00029265847744427303,1.4661468000001605
6,0.3075728391607602,0.47657257622836413,0.8497109826589595,0.8474724292755127,0.000288581929876693,1.4653155999999399
7,0.2846708935168054,0.6175851181063349,0.7533718689788054,0.7370563745498657,0.0002836509786282552,1.443083900000147
8,0.2730982121494081,0.4704434171118029,0.8574181117533719,0.8566873073577881,0.00027789602465311383,1.448269400000072
9,0.26009124724401367,0.5339572323999423,0.8053949903660886,0.8010295629501343,0.0002713525491562421,1.465674300000046
10,0.2578163457413514,0.46264373073228754,0.8554913294797688,0.8538128733634949,0.00026406089484000466,1.4628281000000243
11,0.24100835083259475,0.4819511672435239,0.861271676300578,0.8601588010787964,0.0002560660171779821,1.477196499999991
