model,seed,classifier,species,target_label_accuracy,species_recall,species_f1,macro_f1,mean_confidence,mean_entropy,exact_train_duplicate_count,pool_unique_count,frechet_mean,frechet_std,frechet_min,frechet_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,density_mean,density_std,density_min,density_max,coverage_mean,coverage_std,coverage_min,coverage_max,generated_diversity_mean,generated_diversity_std,generated_diversity_min,generated_diversity_max,real_diversity_mean,real_diversity_std,real_diversity_min,real_diversity_max,diversity_ratio_mean,diversity_ratio_std,diversity_ratio_min,diversity_ratio_max,diversity_delta_mean,diversity_delta_std,diversity_delta_min,diversity_delta_max,resamples,sample_size,real_time_gradient_energy,real_frequency_gradient_energy,real_dynamic_range,real_active_bin_fraction,real_pixel_mean,real_pixel_std,generated_time_gradient_energy,generated_frequency_gradient_energy,generated_dynamic_range,generated_active_bin_fraction,generated_pixel_mean,generated_pixel_std,pixel_distribution_wasserstein,pixel_mean_delta,pixel_std_delta
vae_v3,42,crnn,American Robin,0.995,0.995,0.9683698296836983,0.9649366006417325,0.9431807398796082,0.2124754786491394,0,600,14.431566000511085,1.4665297076033048,9.105049108366508,17.276946665900372,0.7792578125,0.03192961434715244,0.6875,0.859375,0.8739453125,0.024614219556854916,0.8046875,0.9296875,0.4897109375,0.03150620379748227,0.409375,0.5796875,0.6957421875,0.03517650606428311,0.5859375,0.796875,8.326740726272474,0.15877710524667002,7.924262514704754,8.810592919050722,9.731060828064201,0.17130161779357975,8.999247108149808,10.043935400007593,0.8559328972414747,0.021484727187499726,0.8060615787579232,0.917535170682122,-1.4043201017917284,0.22460552239135695,-1.9065776140549033,-0.7421213767629808,200,128,0.09239374101161957,0.06993505358695984,1.965071439743042,0.8635573814655172,-0.40093982219696045,0.3748542070388794,0.07624158263206482,0.041217681020498276,1.9790312051773071,0.8940579223632813,-0.32464832067489624,0.3721502721309662,0.07685974643085938,0.07629150152206421,-0.002703934907913208
vae_v3,42,crnn,Northern Cardinal,0.96,0.96,0.9696969696969697,0.9649366006417325,0.9431807398796082,0.2124754786491394,0,600,37.81533751099567,5.706840989494166,23.05129893287564,57.935055940253335,0.9199609375,0.022827562606146354,0.8515625,0.9765625,0.9521875,0.03328008696094619,0.828125,1.0,0.6930156249999999,0.04413331218329546,0.5671875,0.825,0.78875,0.03637369782590369,0.703125,0.875,12.070823515363493,0.28862117868239506,11.327887571400723,12.87325342169338,14.689960044822678,0.2522233898755813,14.004194437481232,15.341000606321506,0.8219712193345375,0.0250073191440085,0.7456089038467578,0.88767876068694,-2.6191365294591846,0.39682806086926736,-3.902613960329681,-1.6288998254241598,200,128,0.10772064328193665,0.07214684784412384,1.963108777999878,0.9208227086950231,-0.2649890184402466,0.38663268089294434,0.08884792029857635,0.04326741397380829,1.9323846101760864,0.956768798828125,-0.17286941409111023,0.3472309708595276,0.09656905133916877,0.09211960434913635,-0.03940171003341675
vae_v3,42,crnn,Song Sparrow,0.94,0.94,0.9567430025445293,0.9649366006417325,0.9431807398796082,0.2124754786491394,0,600,11.449607289877768,2.4196637255998756,6.1385192746894885,22.747579403287236,0.9068359375,0.022590395811982886,0.84375,0.9609375,0.947734375,0.02319929728232828,0.8515625,0.9921875,0.7289531249999999,0.04449046692164971,0.596875,0.8515625,0.8750390625,0.034740461593052205,0.7734375,0.9375,10.750463253041966,0.3243687401603059,9.848245625671856,11.670265430838535,11.246990108290026,0.3385243342409587,9.960559356853803,11.979264109082074,0.95661273236401,0.03828789393381352,0.836450580602473,1.0668028904117723,-0.49652685524806073,0.436795466087339,-1.925606714269648,0.6754754181001772,200,128,0.10300274938344955,0.0745122954249382,1.8739871978759766,0.9624747810782966,-0.2249831110239029,0.3361722230911255,0.07817036658525467,0.040938280522823334,1.9416290521621704,0.8899484252929688,-0.2761365473270416,0.38236379623413086,0.05320509392805771,-0.05115343630313873,0.04619157314300537
vae_v3,123,crnn,American Robin,0.995,0.995,0.9754901960784313,0.966585398709816,0.9398832321166992,0.216549351811409,0,600,13.93850634762747,1.3933292035611091,8.884859349394105,17.675751163813324,0.7187890625,0.037850201281168484,0.6015625,0.796875,0.9096484375,0.018887839693338408,0.8203125,0.9453125,0.4145859375,0.03065277201782454,0.3375,0.490625,0.6428515625,0.03126351682390092,0.546875,0.7421875,8.54942154173279,0.20539959539752053,8.099111243137985,9.083683835935428,9.745044488540778,0.17946119026346755,9.167828180006074,10.094592599237142,0.8775976644241633,0.02628789906199021,0.8230251071386031,0.9455696574620936,-1.1956229468079862,0.26831141560802796,-1.7575632017301253,-0.5130952962040176,200,128,0.09239374101161957,0.06993505358695984,1.965071439743042,0.8635573814655172,-0.40093982219696045,0.3748542070388794,0.0753205195069313,0.041060734540224075,1.9745631217956543,0.9081936645507812,-0.29431965947151184,0.374306857585907,0.10742404134586603,0.10662016272544861,-0.0005473494529724121
vae_v3,123,crnn,Northern Cardinal,0.95,0.95,0.9644670050761421,0.966585398709816,0.9398832321166992,0.216549351811409,0,600,33.47719591382125,4.775202901977141,19.234747336828846,47.18124934809725,0.8925390625,0.0261232984327665,0.8046875,0.953125,0.9408984375,0.03639677358091436,0.84375,0.9921875,0.6964609375,0.046883499412647536,0.559375,0.815625,0.7416015625,0.03676034493873688,0.6328125,0.8515625,12.112063606170619,0.3050047206365506,11.311409752520072,12.708594765364506,14.710953095142223,0.23477578451812356,14.046207943271414,15.310751910674105,0.8235372382230542,0.024326625417374237,0.7615030223338517,0.8803735798219813,-2.598889488971605,0.37934145085475884,-3.5435093277068077,-1.6802975733296108,200,128,0.10772064328193665,0.07214684784412384,1.963108777999878,0.9208227086950231,-0.2649890184402466,0.38663268089294434,0.0870797336101532,0.04205574467778206,1.9364219903945923,0.955400390625,-0.18866083025932312,0.34339439868927,0.08304626423301122,0.07632818818092346,-0.043238282203674316
vae_v3,123,crnn,Song Sparrow,0.955,0.955,0.9597989949748744,0.966585398709816,0.9398832321166992,0.216549351811409,0,600,11.945394347611025,2.561479612369023,6.241852089879384,22.245118625520995,0.8948828125,0.021460503097834278,0.8515625,0.9375,0.9182421875,0.026902766958693352,0.8203125,0.9765625,0.7513984375,0.04901506081897464,0.63125,0.9375,0.8680859375,0.031738656471255136,0.7421875,0.9375,10.281107809852337,0.2439180518311556,9.423361026046592,10.930342703991895,11.258260889942196,0.3274817308782784,10.464872975545621,12.066991232125334,0.9139626534572698,0.03400160939884251,0.8214466052423123,1.011796828782206,-0.9771530800898601,0.4043288770304744,-2.1482545494990273,0.1251475089880696,200,128,0.10300274938344955,0.0745122954249382,1.8739871978759766,0.9624747810782966,-0.2249831110239029,0.3361722230911255,0.07718333601951599,0.04091859981417656,1.935410737991333,0.895850830078125,-0.2693517208099365,0.3775254189968109,0.04598595012318003,-0.04436860978603363,0.041353195905685425
vae_v3,777,crnn,American Robin,0.995,0.995,0.9754901960784313,0.9749558186740613,0.9460520148277283,0.2066756784915924,0,600,13.644922385038214,1.5049474695833929,8.149417342223892,16.626417803786794,0.787578125,0.03640361973428145,0.671875,0.875,0.8348046875,0.03034773856879278,0.7578125,0.921875,0.5218828125,0.033983573118391466,0.4125,0.625,0.689921875,0.03182755777571865,0.625,0.78125,8.36902998707056,0.17860448369126625,7.852048447880118,8.897770167749243,9.715201764929287,0.19969832942375157,9.022753468668656,10.070077649717636,0.86178637267438,0.025128948431465955,0.8000295482349438,0.9704774779044378,-1.3461717778587272,0.26080855809066894,-1.9831306492242913,-0.2663744386415807,200,128,0.09239374101161957,0.06993505358695984,1.965071439743042,0.8635573814655172,-0.40093982219696045,0.3748542070388794,0.07592697441577911,0.04131688177585602,1.9717893600463867,0.906717529296875,-0.3140507638454437,0.36336150765419006,0.08758499961910825,0.08688905835151672,-0.011492699384689331
vae_v3,777,crnn,Northern Cardinal,0.98,0.98,0.9824561403508771,0.9749558186740613,0.9460520148277283,0.2066756784915924,0,600,52.36358889312039,5.228581588236579,40.28275954643141,67.93351716996318,0.9030078125,0.03012335332551746,0.8046875,0.96875,0.844296875,0.031205900888062063,0.703125,0.90625,0.691359375,0.042903040494998164,0.5890625,0.78125,0.68453125,0.03556982966874197,0.6015625,0.765625,11.188602895438175,0.21281247047432975,10.491351560765604,11.743619440358568,14.712203468706951,0.20003139351661184,14.178747930583157,15.381774364747354,0.7606171954603823,0.016904368922326687,0.7186423393361688,0.8089779969133817,-3.523600573268774,0.27581141050278235,-4.201328672380809,-2.7370829567142074,200,128,0.10772064328193665,0.07214684784412384,1.963108777999878,0.9208227086950231,-0.2649890184402466,0.38663268089294434,0.08677694201469421,0.04324914142489433,1.9404224157333374,0.9531072998046874,-0.19651935994625092,0.33963096141815186,0.0824942865395787,0.06846965849399567,-0.04700171947479248
vae_v3,777,crnn,Song Sparrow,0.95,0.95,0.9669211195928753,0.9749558186740613,0.9460520148277283,0.2066756784915924,0,600,14.156512004678039,2.6410359610315637,8.929075804631148,21.966895116549026,0.90453125,0.024607770322373653,0.828125,0.9609375,0.889140625,0.027683914722155773,0.8125,0.9453125,0.7671640625,0.05529986864882893,0.6375,0.9375,0.818046875,0.034573132031451764,0.7421875,0.90625,10.269034623720751,0.3055401979310754,9.565449370172045,10.937466762315006,11.267015996891764,0.2924121980256439,10.298808025211367,11.985018615315687,0.9120361149933547,0.035941689183268795,0.8135156932432303,1.0348375329965427,-0.9979813731710112,0.42196161573098506,-2.2350178879441263,0.3587850644033601,200,128,0.10300274938344955,0.0745122954249382,1.8739871978759766,0.9624747810782966,-0.2249831110239029,0.3361722230911255,0.07896027714014053,0.04024229198694229,1.9431025981903076,0.904942626953125,-0.27484360337257385,0.3635963499546051,0.05142032233753591,-0.04986049234867096,0.027424126863479614
diffusion,42,crnn,American Robin,0.0,0.0,0.0,0.19278375149342888,0.8433196544647217,0.4504561722278595,0,600,800.1896055605007,5.440210816118296,786.4233793952475,816.102263510796,0.09171875,0.09993299223258448,0.0,0.328125,0.0,0.0,0.0,0.0,0.020726562499999997,0.02344900131328188,0.0,0.084375,0.0092578125,0.004504481722299069,0.0,0.015625,7.267206106446963,0.13710653636497666,6.9128904575032974,7.595517361508734,9.731060828064201,0.17130161779357975,8.999247108149808,10.043935400007593,0.7470611548833158,0.020257577992993894,0.703133670202679,0.8284574459636652,-2.463854721617239,0.22861810208682123,-2.9536874607428434,-1.543753833336118,200,128,0.09239374101161957,0.06993505358695984,1.965071439743042,0.8635573814655172,-0.40093982219696045,0.3748542070388794,0.2319209724664688,0.2348112165927887,2.0,0.5775927734375,-0.45850318670272827,0.5782497525215149,0.21616333805551433,-0.05756336450576782,0.2033955454826355
